rep_id,month,segment,trained,quota_attainment,revenue,quota,ramp_days
8393,2,SMB,1,0.3696,73923.43,200000,155
8394,2,SMB,1,0.3895,77901.11,200000,132
8395,2,SMB,1,0.4384,87672.19,200000,83
8396,2,SMB,1,0.426,85195.31,200000,129
8397,2,SMB,1,0.4899,97971.22,200000,150
8398,2,SMB,1,0.3298,65959.13,200000,127
8399,2,SMB,1,0.4416,88318.39,200000,132
8400,2,SMB,1,0.373,74593.33,200000,175
8401,2,SMB,1,0.4389,87781.98,200000,128
8402,2,SMB,1,0.4014,80282.45,200000,142
8403,2,SMB,1,0.4158,83150.81,200000,163
8404,2,SMB,1,0.357,71393.24,200000,134
8405,2,SMB,1,0.4705,94104.64,200000,116
8406,2,SMB,1,0.4544,90879.43,200000,113
8407,2,SMB,1,0.4441,88818.92,200000,138
8408,2,SMB,1,0.5042,100836.28,200000,110
8409,2,SMB,1,0.3645,72909.26,200000,133
8410,2,SMB,1,0.372,74399.23,200000,153
8411,2,SMB,1,0.5247,104937.7,200000,135
8412,2,SMB,1,0.5173,103451.98,200000,78
8413,2,SMB,1,0.3573,71464.78,200000,104
8414,2,SMB,1,0.4342,86847.76,200000,124
8415,2,SMB,1,0.511,102199.52,200000,108
8416,2,SMB,1,0.5819,116373.57,200000,90
8417,2,SMB,1,0.5579,111582.77,200000,87
8418,2,SMB,1,0.4163,83254.38,200000,130
8419,2,SMB,1,0.4309,86179.83,200000,135
8420,2,SMB,1,0.3676,73519.19,200000,99
8421,2,SMB,1,0.4324,86470.64,200000,159
8422,2,SMB,1,0.4434,88676.32,200000,145
8423,2,SMB,1,0.4803,96062.33,200000,145
8424,2,SMB,1,0.3437,68734.76,200000,103
8425,2,SMB,1,0.3885,77695.78,200000,136
8426,2,SMB,1,0.4009,80176.46,200000,209
8427,2,SMB,1,0.4957,99132.91,200000,115
8428,2,SMB,1,0.4676,93518.54,200000,78
8429,2,SMB,1,0.5772,115431.49,200000,110
8430,2,SMB,1,0.384,76805.86,200000,129
8431,2,SMB,1,0.4334,86679.86,200000,103
8432,2,SMB,1,0.3704,74083.64,200000,157
8433,2,SMB,1,0.4329,86585.68,200000,124
8434,2,SMB,1,0.4732,94636.1,200000,117
8435,2,SMB,1,0.4441,88812.43,200000,141
8436,2,SMB,1,0.4036,80728.83,200000,116
8437,2,SMB,1,0.5183,103669.5,200000,109
8438,2,SMB,1,0.5364,107287.92,200000,98
8439,2,SMB,1,0.4035,80690.61,200000,130
8440,2,SMB,1,0.5971,119414.38,200000,140
8441,2,SMB,1,0.3833,76662.74,200000,128
8442,2,SMB,1,0.4517,90347.12,200000,115
8443,2,SMB,1,0.4401,88024.5,200000,134
8444,2,SMB,1,0.3795,75905.46,200000,133
8445,2,SMB,1,0.4706,94123.86,200000,102
8446,2,SMB,1,0.4191,83827.28,200000,163
8447,2,SMB,1,0.4664,93276.83,200000,123
8448,2,SMB,1,0.4215,84290.31,200000,175
8449,2,SMB,1,0.491,98193.24,200000,116
8450,2,SMB,1,0.4634,92687.92,200000,147
8451,2,SMB,1,0.3761,75214.06,200000,156
8452,2,SMB,1,0.4346,86920.82,200000,114
8453,2,SMB,1,0.4201,84015.32,200000,99
8454,2,SMB,1,0.5198,103950.63,200000,146
8455,2,SMB,1,0.5141,102816.43,200000,98
8456,2,SMB,1,0.4523,90466.42,200000,140
8457,2,SMB,1,0.4882,97646.02,200000,102
8458,2,SMB,1,0.4599,91984.48,200000,96
8459,2,SMB,1,0.453,90603.85,200000,122
8460,2,SMB,1,0.3943,78865.12,200000,143
8461,2,SMB,1,0.3936,78729.22,200000,155
8462,2,SMB,1,0.4774,95470.2,200000,122
8463,2,SMB,1,0.3794,75887.27,200000,138
8464,2,SMB,1,0.39,78002.34,200000,159
8465,2,SMB,1,0.4246,84914.27,200000,137
8466,2,SMB,1,0.3539,70773.25,200000,144
8467,2,SMB,1,0.5075,101509.54,200000,108
8468,2,SMB,1,0.459,91796.55,200000,166
8469,2,SMB,1,0.4874,97483.84,200000,97
8470,2,SMB,1,0.408,81604.66,200000,155
8471,2,SMB,1,0.5319,106370.13,200000,92
8472,2,SMB,1,0.4628,92559.42,200000,128
8473,2,SMB,1,0.4792,95832.78,200000,158
8474,2,SMB,1,0.4904,98079.35,200000,139
8475,2,SMB,1,0.3987,79738.54,200000,168
8476,2,SMB,1,0.3793,75868.72,200000,162
8477,2,SMB,1,0.4246,84928.39,200000,86
8478,2,SMB,1,0.4382,87632.85,200000,140
8479,2,SMB,1,0.2995,59903.59,200000,126
8480,2,SMB,1,0.3857,77134.2,200000,127
8481,2,SMB,1,0.394,78805.41,200000,150
8482,2,SMB,1,0.4157,83141.61,200000,117
8483,2,SMB,1,0.4782,95645.85,200000,119
8484,2,SMB,1,0.3649,72984.05,200000,130
8485,2,SMB,1,0.3475,69504.65,200000,137
8486,2,SMB,1,0.3617,72349.19,200000,115
8487,2,SMB,1,0.4631,92612.84,200000,139
8488,2,SMB,1,0.4085,81709.35,200000,132
8489,2,SMB,1,0.4061,81229.95,200000,133
8490,2,SMB,1,0.5802,116039.89,200000,78
8491,2,SMB,1,0.4932,98638.81,200000,92
8492,2,SMB,1,0.4184,83672.09,200000,106
8493,2,SMB,1,0.379,75809.08,200000,112
8494,2,SMB,1,0.5276,105528.57,200000,154
8495,2,SMB,1,0.4608,92157.03,200000,117
8496,2,SMB,1,0.4089,81786.44,200000,147
8497,2,SMB,1,0.4365,87303.06,200000,161
8498,2,SMB,1,0.4331,86623.22,200000,108
8499,2,SMB,1,0.4793,95867.51,200000,111
8500,2,SMB,1,0.3365,67295.0,200000,163
8501,2,SMB,1,0.4347,86945.02,200000,107
8502,2,SMB,1,0.4065,81305.11,200000,100
8503,2,SMB,1,0.436,87209.51,200000,130
8504,2,SMB,1,0.4748,94962.46,200000,60
8505,2,SMB,1,0.3978,79563.83,200000,153
8506,2,SMB,1,0.4525,90493.06,200000,83
8507,2,SMB,1,0.4838,96754.19,200000,92
8508,2,SMB,1,0.4126,82522.58,200000,145
8509,2,SMB,1,0.3748,74959.05,200000,156
8510,2,SMB,1,0.5346,106910.32,200000,65
8511,2,SMB,1,0.5725,114490.51,200000,99
8512,2,SMB,1,0.4262,85238.89,200000,122
8513,2,SMB,1,0.5267,105349.35,200000,104
8514,2,SMB,1,0.3524,70482.04,200000,143
8515,2,SMB,1,0.4183,83662.67,200000,104
8516,2,SMB,1,0.535,106993.15,200000,95
8517,2,SMB,1,0.4392,87834.23,200000,157
8518,2,SMB,1,0.451,90194.9,200000,78
8519,2,SMB,1,0.4701,94012.57,200000,161
8520,2,SMB,1,0.4327,86549.5,200000,79
8521,2,SMB,1,0.4459,89184.51,200000,126
8522,2,SMB,1,0.4867,97332.54,200000,135
8523,2,SMB,1,0.4978,99563.94,200000,85
8524,2,SMB,1,0.5821,116428.3,200000,114
8525,2,SMB,1,0.3984,79683.77,200000,156
8526,2,SMB,1,0.4778,95555.79,200000,128
8527,2,SMB,1,0.4784,95682.59,200000,146
8528,2,SMB,1,0.4411,88224.74,200000,111
8529,2,SMB,1,0.4076,81523.78,200000,106
8530,2,SMB,1,0.4834,96678.43,200000,172
8531,2,SMB,1,0.4004,80080.09,200000,159
8532,2,SMB,1,0.5112,102235.34,200000,86
8533,2,SMB,1,0.4791,95820.59,200000,106
8534,2,SMB,1,0.4746,94926.37,200000,94
8535,2,SMB,1,0.5104,102079.48,200000,131
8536,2,SMB,1,0.4778,95560.05,200000,102
8537,2,SMB,1,0.4864,97274.1,200000,110
8538,2,SMB,1,0.4675,93493.74,200000,120
8539,2,SMB,1,0.4574,91481.91,200000,110
8540,2,SMB,1,0.4627,92548.14,200000,82
8541,2,SMB,1,0.4876,97526.36,200000,78
8542,2,SMB,1,0.5111,102220.84,200000,85
8543,2,SMB,1,0.4544,90878.12,200000,152
8544,2,SMB,1,0.4645,92895.22,200000,144
8545,2,SMB,1,0.6525,130490.01,200000,109
8546,2,SMB,1,0.4156,83120.99,200000,127
8547,2,SMB,1,0.3637,72742.09,200000,119
8548,2,SMB,1,0.4094,81889.1,200000,149
8549,2,SMB,1,0.4086,81723.78,200000,158
8550,2,SMB,1,0.4458,89169.76,200000,171
8551,2,SMB,1,0.4517,90335.27,200000,97
8552,2,SMB,1,0.4809,96185.35,200000,126
8553,2,SMB,1,0.3924,78477.13,200000,145
8554,2,SMB,1,0.4648,92969.73,200000,141
8555,2,SMB,1,0.368,73601.85,200000,123
8556,2,SMB,1,0.4342,86849.0,200000,141
8557,2,SMB,1,0.4005,80103.54,200000,125
8558,2,SMB,1,0.4322,86438.55,200000,113
8559,2,SMB,1,0.3366,67327.64,200000,123
8560,2,SMB,1,0.4795,95893.94,200000,141
8561,2,SMB,1,0.3954,79086.85,200000,197
8562,2,SMB,1,0.4301,86027.51,200000,138
8563,2,SMB,1,0.4632,92642.61,200000,128
8564,2,SMB,1,0.4218,84355.07,200000,102
8565,2,SMB,1,0.4275,85506.94,200000,110
8566,2,SMB,1,0.3599,71975.32,200000,111
8567,2,SMB,1,0.4327,86534.87,200000,115
8568,2,SMB,1,0.5637,112739.33,200000,82
8569,2,SMB,1,0.4413,88253.55,200000,159
8570,2,SMB,1,0.3613,72250.73,200000,130
8571,2,SMB,1,0.4862,97234.06,200000,98
8572,2,SMB,1,0.4961,99219.58,200000,154
8573,2,SMB,1,0.3762,75237.91,200000,153
8574,2,SMB,1,0.4526,90522.54,200000,98
8575,2,SMB,1,0.4372,87446.05,200000,119
8576,2,SMB,1,0.4404,88085.97,200000,142
8577,2,SMB,1,0.4618,92359.69,200000,107
8578,2,SMB,1,0.4601,92020.52,200000,159
8579,2,SMB,1,0.4265,85295.1,200000,144
8580,2,SMB,1,0.511,102201.35,200000,120
8581,2,SMB,1,0.3287,65746.3,200000,152
8582,2,SMB,1,0.3618,72355.44,200000,173
8583,2,SMB,1,0.523,104601.99,200000,122
8584,2,SMB,1,0.4333,86661.72,200000,104
8585,2,SMB,1,0.4536,90727.21,200000,166
8586,2,SMB,1,0.44,88008.54,200000,119
8587,2,SMB,1,0.5187,103746.21,200000,93
8588,2,SMB,1,0.4423,88456.37,200000,178
8589,2,SMB,1,0.5525,110506.4,200000,203
8590,2,SMB,1,0.4514,90274.19,200000,111
8591,2,SMB,1,0.4768,95364.42,200000,72
8592,2,SMB,1,0.5114,102285.93,200000,123
8593,2,SMB,1,0.507,101407.73,200000,91
8594,2,SMB,1,0.4142,82832.39,200000,106
8595,2,SMB,1,0.4703,94062.54,200000,166
8596,2,SMB,1,0.4556,91119.23,200000,122
8597,2,SMB,1,0.4483,89656.21,200000,124
8598,2,SMB,1,0.4574,91486.4,200000,141
8599,2,SMB,1,0.4629,92576.25,200000,179
8600,2,SMB,1,0.4701,94024.82,200000,102
8601,2,SMB,1,0.3987,79731.5,200000,210
8602,2,SMB,1,0.5799,115974.38,200000,92
8603,2,SMB,1,0.4529,90578.47,200000,108
8604,2,SMB,1,0.4999,99972.55,200000,152
8605,2,SMB,1,0.4112,82247.24,200000,129
8606,2,SMB,1,0.4106,82117.21,200000,108
8607,2,SMB,1,0.4992,99839.9,200000,117
8608,2,SMB,1,0.4159,83189.13,200000,153
8609,2,SMB,1,0.3313,66257.08,200000,144
8610,2,SMB,1,0.4233,84656.76,200000,142
8611,2,SMB,1,0.4859,97173.09,200000,103
8612,2,SMB,1,0.3939,78788.09,200000,150
8613,2,SMB,1,0.3756,75115.14,200000,185
8614,2,SMB,1,0.4782,95636.63,200000,94
8615,2,SMB,1,0.3619,72380.62,200000,174
8616,2,SMB,1,0.4651,93017.25,200000,116
8617,2,SMB,1,0.5154,103085.02,200000,101
8618,2,SMB,1,0.5585,111702.52,200000,77
8619,2,SMB,1,0.4044,80874.5,200000,133
8620,2,SMB,1,0.5239,104785.56,200000,150
8621,2,SMB,1,0.4928,98566.8,200000,100
8622,2,SMB,1,0.3836,76718.88,200000,184
8623,2,SMB,1,0.4222,84438.45,200000,123
8624,2,SMB,1,0.4035,80704.89,200000,130
8625,2,SMB,1,0.3297,65943.33,200000,135
8626,2,SMB,1,0.5111,102214.69,200000,137
8627,2,SMB,1,0.4618,92355.28,200000,114
8628,2,SMB,1,0.4732,94642.33,200000,132
8629,2,SMB,1,0.437,87401.81,200000,147
8630,2,SMB,1,0.3444,68877.03,200000,168
8631,2,SMB,1,0.4862,97237.56,200000,94
8632,2,SMB,1,0.4933,98658.33,200000,125
8633,2,SMB,1,0.5272,105444.18,200000,86
8634,2,SMB,1,0.5036,100719.3,200000,120
8635,2,SMB,1,0.4303,86067.35,200000,157
8636,2,SMB,1,0.3246,64928.54,200000,116
8637,2,SMB,1,0.4674,93486.41,200000,147
8638,2,SMB,1,0.4541,90829.6,200000,114
8639,2,SMB,1,0.6035,120693.55,200000,72
8640,2,SMB,1,0.5408,108163.65,200000,128
8641,2,SMB,1,0.4896,97911.14,200000,147
8642,2,SMB,1,0.4119,82379.22,200000,81
8643,2,SMB,1,0.3655,73109.4,200000,168
8644,2,SMB,1,0.4849,96985.37,200000,105
8645,2,SMB,1,0.3819,76383.63,200000,125
8646,2,SMB,1,0.5134,102678.79,200000,95
8647,2,SMB,1,0.4791,95818.77,200000,150
8648,2,SMB,1,0.5257,105132.2,200000,124
8649,2,SMB,1,0.5005,100098.5,200000,125
8650,2,SMB,1,0.4571,91410.68,200000,86
8651,2,SMB,1,0.4429,88573.09,200000,120
8652,2,SMB,1,0.3905,78104.4,200000,140
8653,2,SMB,1,0.4486,89710.68,200000,141
8654,2,SMB,1,0.3228,64555.8,200000,136
8655,2,SMB,1,0.4237,84742.45,200000,132
8656,2,SMB,1,0.4722,94436.88,200000,139
8657,2,SMB,1,0.5085,101697.98,200000,87
8658,2,SMB,1,0.499,99792.65,200000,110
8659,2,SMB,1,0.3824,76481.53,200000,134
8660,2,SMB,1,0.3619,72372.05,200000,153
8661,2,SMB,1,0.4763,95251.26,200000,122
8662,2,SMB,1,0.4049,80976.82,200000,108
8663,2,SMB,1,0.3987,79730.44,200000,102
8664,2,SMB,1,0.4397,87942.79,200000,155
8665,2,SMB,1,0.4299,85988.21,200000,148
8666,2,SMB,1,0.5691,113821.66,200000,124
8667,2,SMB,1,0.5023,100453.57,200000,82
8668,2,SMB,0,0.2759,55177.24,200000,189
8669,2,SMB,0,0.2495,49899.6,200000,148
8670,2,SMB,0,0.3306,66111.18,200000,106
8671,2,SMB,0,0.2702,54039.9,200000,167
8672,2,SMB,0,0.2411,48214.34,200000,202
8673,2,SMB,0,0.2602,52034.49,200000,175
8674,2,SMB,0,0.268,53596.63,200000,123
8675,2,SMB,0,0.2689,53775.74,200000,162
8676,2,SMB,0,0.3766,75316.71,200000,178
8677,2,SMB,0,0.2959,59184.37,200000,204
8678,2,SMB,0,0.2574,51480.73,200000,199
8679,2,SMB,0,0.27,53996.84,200000,162
8680,2,SMB,0,0.2065,41291.29,200000,162
8681,2,SMB,0,0.1813,36254.16,200000,193
8682,2,SMB,0,0.3097,61934.73,200000,155
8683,2,SMB,0,0.3003,60060.68,200000,201
8684,2,SMB,0,0.2943,58850.76,200000,152
8685,2,SMB,0,0.3337,66732.29,200000,223
8686,2,SMB,0,0.2794,55880.15,200000,181
8687,2,SMB,0,0.3276,65523.62,200000,111
8688,2,SMB,0,0.2634,52676.96,200000,194
8689,2,SMB,0,0.1501,30024.44,200000,182
8690,2,SMB,0,0.323,64609.77,200000,189
8691,2,SMB,0,0.2152,43035.13,200000,240
8692,2,SMB,0,0.2843,56865.53,200000,165
8693,2,SMB,0,0.2501,50012.85,200000,124
8694,2,SMB,0,0.2768,55356.04,200000,214
8695,2,SMB,0,0.3655,73106.29,200000,117
8696,2,SMB,0,0.3039,60781.93,200000,150
8697,2,SMB,0,0.3088,61752.89,200000,175
8698,2,SMB,0,0.2685,53695.47,200000,145
8699,2,SMB,0,0.2573,51456.33,200000,171
8700,2,SMB,0,0.2569,51379.33,200000,169
8701,2,SMB,0,0.2994,59871.73,200000,223
8702,2,SMB,0,0.2983,59659.47,200000,96
8703,2,SMB,0,0.3027,60546.86,200000,176
8704,2,SMB,0,0.2687,53732.65,200000,144
8705,2,SMB,0,0.3225,64499.6,200000,155
8706,2,SMB,0,0.2998,59950.24,200000,195
8707,2,SMB,0,0.2728,54569.19,200000,190
8708,2,SMB,0,0.3008,60168.44,200000,184
8709,2,SMB,0,0.3295,65890.01,200000,133
8710,2,SMB,0,0.3526,70510.44,200000,211
8711,2,SMB,0,0.2435,48697.54,200000,145
8712,2,SMB,0,0.3055,61107.57,200000,218
8713,2,SMB,0,0.3074,61475.56,200000,153
8714,2,SMB,0,0.3092,61834.86,200000,206
8715,2,SMB,0,0.2476,49517.41,200000,177
8716,2,SMB,0,0.2899,57978.88,200000,120
8717,2,SMB,0,0.2504,50072.31,200000,162
8718,2,SMB,0,0.2792,55834.74,200000,228
8719,2,SMB,0,0.225,44995.08,200000,200
8720,2,SMB,0,0.3379,67573.97,200000,160
8721,2,SMB,0,0.2706,54120.24,200000,215
8722,2,SMB,0,0.3506,70118.65,200000,183
8723,2,SMB,0,0.2314,46273.43,200000,226
8724,2,SMB,0,0.2804,56079.47,200000,171
8725,2,SMB,0,0.2771,55429.33,200000,164
8726,2,SMB,0,0.2969,59383.31,200000,205
8727,2,SMB,0,0.3048,60965.35,200000,182
8728,2,SMB,0,0.2041,40828.84,200000,191
8729,2,SMB,0,0.333,66594.09,200000,146
8730,2,SMB,0,0.3069,61374.52,200000,211
8731,2,SMB,0,0.1942,38845.04,200000,205
8732,2,SMB,0,0.3322,66441.12,200000,217
8733,2,SMB,0,0.2214,44274.22,200000,130
8734,2,SMB,0,0.2926,58517.64,200000,136
8735,2,SMB,0,0.2615,52291.89,200000,150
8736,2,SMB,0,0.2633,52654.12,200000,166
8737,2,SMB,0,0.2647,52943.96,200000,131
8738,2,SMB,0,0.2918,58350.8,200000,194
8739,2,SMB,0,0.2313,46251.02,200000,159
8740,2,SMB,0,0.3088,61764.49,200000,214
8741,2,SMB,0,0.2867,57336.29,200000,240
8742,2,SMB,0,0.2668,53368.05,200000,154
8743,2,SMB,0,0.3175,63492.95,200000,149
8744,2,SMB,0,0.2423,48463.18,200000,197
8745,2,SMB,0,0.2678,53550.41,200000,177
8746,2,SMB,0,0.197,39407.98,200000,185
8747,2,SMB,0,0.2374,47475.89,200000,216
8748,2,SMB,0,0.2305,46092.67,200000,165
8749,2,SMB,0,0.195,39006.75,200000,139
8750,2,SMB,0,0.2726,54525.83,200000,134
8751,2,SMB,0,0.266,53204.22,200000,168
8752,2,SMB,0,0.2868,57358.24,200000,162
8753,2,SMB,0,0.2933,58657.14,200000,201
8754,2,SMB,0,0.2529,50581.23,200000,218
8755,2,SMB,0,0.2873,57458.81,200000,218
8756,2,SMB,0,0.3178,63554.05,200000,151
8757,2,SMB,0,0.3282,65633.24,200000,148
8758,2,SMB,0,0.3145,62904.17,200000,115
8759,2,SMB,0,0.2935,58692.84,200000,174
8760,2,SMB,0,0.2189,43788.58,200000,202
8761,2,SMB,0,0.3137,62735.33,200000,151
8762,2,SMB,0,0.2356,47124.1,200000,126
8763,2,SMB,0,0.2772,55433.88,200000,234
8764,2,SMB,0,0.3067,61349.95,200000,151
8765,2,SMB,0,0.2915,58302.34,200000,170
8766,2,SMB,0,0.1483,29668.35,200000,159
8767,2,SMB,0,0.3193,63850.31,200000,131
8768,2,SMB,0,0.3374,67478.35,200000,202
8769,2,SMB,0,0.2105,42109.33,200000,118
8770,2,SMB,0,0.2732,54639.66,200000,209
8771,2,SMB,0,0.2599,51976.87,200000,182
8772,2,SMB,0,0.2742,54843.29,200000,165
8773,2,SMB,0,0.333,66608.82,200000,165
8774,2,SMB,0,0.2792,55848.02,200000,188
8775,2,SMB,0,0.2283,45652.63,200000,153
8776,2,SMB,0,0.2378,47551.32,200000,179
8777,2,SMB,0,0.24,48002.82,200000,145
8778,2,SMB,0,0.203,40598.57,200000,105
8779,2,SMB,0,0.241,48191.0,200000,193
8780,2,SMB,0,0.2934,58671.42,200000,240
8781,2,SMB,0,0.283,56601.74,200000,192
8782,2,SMB,0,0.2788,55755.73,200000,172
8783,2,SMB,0,0.2592,51837.86,200000,161
8784,2,SMB,0,0.2692,53839.74,200000,162
8785,2,SMB,0,0.2985,59708.9,200000,161
8786,2,SMB,0,0.3095,61894.55,200000,180
8787,2,SMB,0,0.3105,62101.26,200000,97
8788,2,SMB,0,0.2479,49575.18,200000,92
8789,2,SMB,0,0.2474,49487.18,200000,188
8790,2,SMB,0,0.2924,58477.74,200000,167
8791,2,SMB,0,0.2461,49217.11,200000,142
8792,2,SMB,0,0.2486,49721.0,200000,141
8793,2,SMB,0,0.3073,61454.39,200000,156
8794,2,SMB,0,0.3107,62141.42,200000,160
8795,2,SMB,0,0.2179,43585.33,200000,219
8796,2,SMB,0,0.2142,42843.76,200000,139
8797,2,SMB,0,0.2089,41774.14,200000,198
8798,2,SMB,0,0.299,59792.86,200000,192
8799,2,SMB,0,0.2315,46309.37,200000,167
8800,2,SMB,0,0.2408,48162.5,200000,198
8801,2,SMB,0,0.2092,41847.73,200000,188
8802,2,SMB,0,0.281,56207.58,200000,133
8803,2,SMB,0,0.2631,52618.86,200000,155
8804,2,SMB,0,0.2892,57839.25,200000,186
8805,2,SMB,0,0.2908,58156.81,200000,154
8806,2,SMB,0,0.1746,34919.52,200000,193
8807,2,SMB,0,0.2813,56253.36,200000,211
8808,2,SMB,0,0.2663,53269.33,200000,173
8809,2,SMB,0,0.333,66606.5,200000,154
8810,2,SMB,0,0.2364,47277.22,200000,150
8811,2,SMB,0,0.2988,59759.68,200000,162
8812,2,SMB,0,0.2774,55487.22,200000,160
8813,2,SMB,0,0.2252,45046.26,200000,201
8814,2,SMB,0,0.3249,64973.29,200000,155
8815,2,SMB,0,0.2905,58096.45,200000,168
8816,2,SMB,0,0.25,50002.26,200000,198
8817,2,SMB,0,0.2313,46258.8,200000,163
8818,2,SMB,0,0.3282,65638.64,200000,159
8819,2,SMB,0,0.3067,61333.31,200000,201
8820,2,SMB,0,0.265,53008.34,200000,211
8821,2,SMB,0,0.2693,53866.06,200000,175
8822,2,SMB,0,0.2094,41870.63,200000,227
8823,2,SMB,0,0.3345,66894.34,200000,179
8824,2,SMB,0,0.2127,42539.67,200000,202
8825,2,SMB,0,0.3046,60926.82,200000,236
8826,2,SMB,0,0.3707,74141.08,200000,153
8827,2,SMB,0,0.2373,47463.33,200000,157
8828,2,SMB,0,0.2425,48504.52,200000,199
8829,2,SMB,0,0.234,46792.18,200000,168
8830,2,SMB,0,0.3363,67264.93,200000,143
8831,2,SMB,0,0.2788,55767.42,200000,162
8832,2,SMB,0,0.2118,42352.32,200000,128
8833,2,SMB,0,0.219,43795.13,200000,174
8834,2,SMB,0,0.3009,60171.01,200000,179
8835,2,SMB,0,0.23,46001.8,200000,208
8836,2,SMB,0,0.1807,36130.73,200000,211
8837,2,SMB,0,0.2992,59837.23,200000,163
8838,2,SMB,0,0.2788,55757.72,200000,240
8839,2,SMB,0,0.2425,48494.61,200000,139
8840,2,SMB,0,0.2651,53010.01,200000,129
8841,2,SMB,0,0.2643,52866.84,200000,134
8842,2,SMB,0,0.2702,54040.01,200000,136
8843,2,SMB,0,0.3311,66225.98,200000,198
8844,2,SMB,0,0.2977,59544.82,200000,227
8845,2,SMB,0,0.2901,58018.82,200000,229
8846,2,SMB,0,0.2836,56722.96,200000,113
8847,2,SMB,0,0.2297,45932.81,200000,201
8848,2,SMB,0,0.3316,66321.28,200000,222
8849,2,SMB,0,0.2646,52917.22,200000,205
8850,2,SMB,0,0.2293,45868.44,200000,153
8851,2,SMB,0,0.4126,82526.42,200000,179
8852,2,SMB,0,0.2882,57644.87,200000,143
8853,2,SMB,0,0.2124,42479.7,200000,197
8854,2,SMB,0,0.3242,64844.82,200000,127
8855,2,SMB,0,0.3126,62512.91,200000,195
8856,2,SMB,0,0.2562,51237.26,200000,151
8857,2,SMB,0,0.2259,45172.15,200000,185
8858,2,SMB,0,0.2597,51939.35,200000,165
8859,2,SMB,0,0.3051,61017.7,200000,162
8860,2,SMB,0,0.3033,60652.67,200000,204
8861,2,SMB,0,0.2342,46848.36,200000,222
8862,2,SMB,0,0.3436,68715.0,200000,146
8863,2,SMB,0,0.197,39400.65,200000,179
8864,2,SMB,0,0.25,50005.45,200000,139
8865,2,SMB,0,0.2676,53527.64,200000,159
8866,2,SMB,0,0.2608,52157.28,200000,150
8867,2,SMB,0,0.2559,51179.8,200000,133
8868,2,SMB,0,0.3253,65061.18,200000,207
8869,2,SMB,0,0.263,52608.35,200000,177
8870,2,SMB,0,0.2919,58379.37,200000,156
8871,2,SMB,0,0.2862,57249.69,200000,172
8872,2,SMB,0,0.2817,56342.57,200000,212
8873,2,SMB,0,0.2572,51441.9,200000,206
8874,2,SMB,0,0.1817,36341.6,200000,191
8875,2,SMB,0,0.3179,63571.15,200000,152
8876,2,SMB,0,0.2658,53153.82,200000,177
8877,2,SMB,0,0.2563,51260.79,200000,139
8878,2,SMB,0,0.2487,49745.45,200000,171
8879,2,SMB,0,0.2798,55955.95,200000,205
8880,2,SMB,0,0.2407,48148.47,200000,211
8881,2,SMB,0,0.2644,52876.91,200000,153
8882,2,SMB,0,0.299,59790.86,200000,200
8883,2,SMB,0,0.2766,55312.13,200000,194
8884,2,SMB,0,0.2302,46031.76,200000,166
8885,2,SMB,0,0.2926,58512.76,200000,197
8886,2,SMB,0,0.2499,49989.59,200000,213
8887,2,SMB,0,0.3059,61174.36,200000,201
8888,2,SMB,0,0.26,51998.64,200000,140
8889,2,SMB,0,0.2791,55829.84,200000,165
8890,2,SMB,0,0.2966,59314.04,200000,186
8891,2,SMB,0,0.2348,46969.98,200000,148
8892,2,SMB,0,0.297,59407.21,200000,223
8893,2,SMB,0,0.3492,69845.03,200000,184
8894,2,SMB,0,0.2959,59173.48,200000,159
8895,2,SMB,0,0.2835,56691.66,200000,157
8896,2,SMB,0,0.3177,63535.34,200000,151
8897,2,SMB,0,0.3061,61210.04,200000,196
8898,2,SMB,0,0.2727,54533.09,200000,200
8899,2,SMB,0,0.2303,46059.42,200000,152
8900,2,SMB,0,0.2323,46469.78,200000,221
8901,2,SMB,0,0.2556,51124.39,200000,161
8902,2,SMB,0,0.2156,43116.99,200000,148
8903,2,SMB,0,0.3336,66712.51,200000,189
8904,2,SMB,0,0.2354,47070.62,200000,135
8905,2,SMB,0,0.279,55792.94,200000,130
8906,2,SMB,0,0.2348,46960.62,200000,143
8907,2,SMB,0,0.304,60791.0,200000,148
8908,2,SMB,0,0.3135,62691.54,200000,197
8909,2,SMB,0,0.2185,43698.65,200000,132
8910,2,SMB,0,0.2997,59944.44,200000,185
8911,2,SMB,0,0.2093,41857.6,200000,200
8912,2,SMB,0,0.2445,48903.09,200000,220
8913,2,SMB,0,0.3995,79896.1,200000,158
8914,2,SMB,0,0.2865,57295.14,200000,160
8915,2,SMB,0,0.3041,60829.98,200000,239
8916,2,SMB,0,0.2787,55740.31,200000,217
8917,2,SMB,0,0.2646,52921.15,200000,165
8918,2,SMB,0,0.2355,47091.09,200000,210
8919,2,SMB,0,0.3393,67866.38,200000,181
8920,2,SMB,0,0.3615,72302.26,200000,174
8921,2,SMB,0,0.2638,52762.55,200000,240
8922,2,SMB,0,0.3225,64494.04,200000,208
8923,2,SMB,0,0.3034,60675.3,200000,234
8924,2,SMB,0,0.2692,53849.23,200000,140
8925,2,SMB,0,0.2649,52985.22,200000,231
8926,2,SMB,0,0.2507,50140.33,200000,168
8927,2,SMB,0,0.3685,73690.56,200000,168
8928,2,SMB,0,0.3066,61316.15,200000,186
8929,2,SMB,0,0.269,53798.76,200000,190
8930,2,SMB,0,0.242,48402.62,200000,207
8931,2,SMB,0,0.2903,58057.45,200000,202
