rep_id,segment,trained,training_date,program_1,program_2,quota_usd,ramp_days
1550,Enterprise,1,2025-12-19,Soft Skills,Sales Skills,850000,147
1551,Enterprise,1,2026-02-07,Sales Skills,Soft Skills,850000,129
1552,Enterprise,1,2026-01-14,Sales Skills,Tools Training,850000,119
1553,Enterprise,1,2025-09-14,Soft Skills,Soft Skills,850000,147
1554,Enterprise,1,2026-01-07,Sales Skills,Soft Skills,850000,103
1555,Enterprise,1,2026-04-12,Tools Training,Tools Training,850000,172
1556,Enterprise,1,2025-10-23,Product Knowledge,Sales Skills,850000,116
1557,Enterprise,1,2026-02-10,Product Knowledge,Product Knowledge,850000,145
1558,Enterprise,1,2025-06-20,Soft Skills,Tools Training,850000,157
1559,Enterprise,1,2026-02-18,Soft Skills,Product Knowledge,850000,135
1560,Enterprise,1,2025-10-19,Soft Skills,Product Knowledge,850000,125
1561,Enterprise,1,2025-06-29,Tools Training,Tools Training,850000,98
1562,Enterprise,1,2025-06-02,Product Knowledge,Tools Training,850000,162
1563,Enterprise,1,2025-10-28,Soft Skills,Tools Training,850000,111
1564,Enterprise,1,2025-06-06,Sales Skills,Product Knowledge,850000,154
1565,Enterprise,1,2025-09-01,Tools Training,Tools Training,850000,129
1566,Enterprise,1,2025-06-15,Sales Skills,Tools Training,850000,94
1567,Enterprise,1,2025-06-18,Product Knowledge,Tools Training,850000,74
1568,Enterprise,1,2025-09-30,Product Knowledge,Sales Skills,850000,91
1569,Enterprise,1,2026-03-19,Sales Skills,Product Knowledge,850000,121
1570,Enterprise,1,2025-10-05,Product Knowledge,Soft Skills,850000,116
1571,Enterprise,1,2025-07-26,Sales Skills,Soft Skills,850000,98
1572,Enterprise,1,2025-07-13,Product Knowledge,Sales Skills,850000,153
1573,Enterprise,1,2025-06-26,Sales Skills,Sales Skills,850000,123
1574,Enterprise,1,2026-04-14,Soft Skills,Tools Training,850000,89
1575,Enterprise,1,2026-02-28,Soft Skills,Sales Skills,850000,84
1576,Enterprise,1,2026-01-20,Product Knowledge,Soft Skills,850000,123
1577,Enterprise,1,2025-11-10,Soft Skills,Tools Training,850000,127
1578,Enterprise,1,2025-11-19,Product Knowledge,Sales Skills,850000,132
1579,Enterprise,1,2025-10-06,Tools Training,Product Knowledge,850000,91
1580,Enterprise,1,2026-04-20,Product Knowledge,Sales Skills,850000,130
1581,Enterprise,1,2026-02-08,Soft Skills,Sales Skills,850000,166
1582,Enterprise,1,2025-12-22,Product Knowledge,Tools Training,850000,126
1583,Enterprise,1,2026-03-03,Sales Skills,Sales Skills,850000,119
1584,Enterprise,1,2025-07-25,Tools Training,Product Knowledge,850000,105
1585,Enterprise,1,2025-05-30,Tools Training,Soft Skills,850000,122
1586,Enterprise,1,2026-01-11,Tools Training,Soft Skills,850000,137
1587,Enterprise,1,2025-09-23,Tools Training,Product Knowledge,850000,114
1588,Enterprise,1,2026-01-01,Soft Skills,Product Knowledge,850000,133
1589,Enterprise,1,2025-11-27,Sales Skills,Product Knowledge,850000,143
1590,Enterprise,1,2026-01-23,Sales Skills,Sales Skills,850000,162
1591,Enterprise,1,2025-11-30,Tools Training,Product Knowledge,850000,146
1592,Enterprise,1,2026-03-18,Tools Training,Sales Skills,850000,141
1593,Enterprise,1,2026-04-29,Product Knowledge,Tools Training,850000,178
1594,Enterprise,1,2026-04-20,Tools Training,Product Knowledge,850000,145
1595,Enterprise,1,2025-09-16,Soft Skills,Sales Skills,850000,140
1596,Enterprise,1,2026-01-23,Product Knowledge,Tools Training,850000,178
1597,Enterprise,1,2025-10-21,Soft Skills,Soft Skills,850000,147
1598,Enterprise,1,2025-10-04,Sales Skills,Soft Skills,850000,179
1599,Enterprise,1,2026-04-15,Soft Skills,Product Knowledge,850000,148
1600,Enterprise,1,2025-10-25,Product Knowledge,Product Knowledge,850000,153
1601,Enterprise,1,2025-12-21,Sales Skills,Tools Training,850000,135
1602,Enterprise,1,2026-01-31,Tools Training,Soft Skills,850000,60
1603,Enterprise,1,2025-07-26,Tools Training,Product Knowledge,850000,129
1604,Enterprise,1,2026-04-05,Sales Skills,Soft Skills,850000,105
1605,Enterprise,1,2026-01-03,Soft Skills,Product Knowledge,850000,105
1606,Enterprise,1,2025-12-31,Sales Skills,Sales Skills,850000,120
1607,Enterprise,1,2025-09-26,Sales Skills,Soft Skills,850000,96
1608,Enterprise,1,2025-07-31,Sales Skills,Product Knowledge,850000,124
1609,Enterprise,1,2026-01-26,Sales Skills,Product Knowledge,850000,144
1610,Enterprise,1,2025-10-29,Sales Skills,Soft Skills,850000,103
1611,Enterprise,1,2026-02-15,Soft Skills,Soft Skills,850000,87
1612,Enterprise,1,2026-01-19,Sales Skills,Product Knowledge,850000,130
1613,Enterprise,1,2026-04-13,Tools Training,Soft Skills,850000,163
1614,Enterprise,1,2026-03-14,Tools Training,Soft Skills,850000,107
1615,Enterprise,1,2025-08-08,Soft Skills,Sales Skills,850000,125
1616,Enterprise,1,2025-08-26,Tools Training,Product Knowledge,850000,70
1617,Enterprise,1,2026-04-04,Soft Skills,Sales Skills,850000,74
1618,Enterprise,1,2025-10-31,Tools Training,Product Knowledge,850000,101
1619,Enterprise,1,2025-07-06,Soft Skills,Sales Skills,850000,75
1620,Enterprise,1,2025-10-28,Tools Training,Tools Training,850000,139
1621,Enterprise,1,2026-03-12,Soft Skills,Soft Skills,850000,114
1622,Enterprise,1,2026-01-02,Tools Training,Product Knowledge,850000,154
1623,Enterprise,1,2025-07-02,Product Knowledge,Product Knowledge,850000,110
1624,Enterprise,1,2025-12-22,Sales Skills,Sales Skills,850000,127
1625,Enterprise,1,2025-08-07,Soft Skills,Sales Skills,850000,121
1626,Enterprise,1,2025-12-17,Soft Skills,Soft Skills,850000,108
1627,Enterprise,1,2026-02-18,Product Knowledge,Product Knowledge,850000,134
1628,Enterprise,1,2025-10-13,Sales Skills,Product Knowledge,850000,171
1629,Enterprise,1,2025-12-30,Soft Skills,Soft Skills,850000,84
1630,Enterprise,1,2025-08-20,Product Knowledge,Tools Training,850000,123
1631,Enterprise,1,2026-04-28,Soft Skills,Product Knowledge,850000,101
1632,Enterprise,1,2026-03-17,Sales Skills,Sales Skills,850000,60
1633,Enterprise,1,2026-02-11,Product Knowledge,Sales Skills,850000,116
1634,Enterprise,1,2025-06-30,Soft Skills,Soft Skills,850000,80
1635,Enterprise,1,2026-02-23,Sales Skills,Tools Training,850000,125
1636,Enterprise,1,2025-08-19,Soft Skills,Soft Skills,850000,123
1637,Enterprise,1,2025-12-21,Tools Training,Tools Training,850000,139
1638,Enterprise,1,2025-08-05,Soft Skills,Product Knowledge,850000,105
1639,Enterprise,1,2026-01-20,Soft Skills,Sales Skills,850000,77
1640,Enterprise,1,2025-09-04,Product Knowledge,Sales Skills,850000,105
1641,Enterprise,1,2025-10-20,Sales Skills,Tools Training,850000,136
1642,Enterprise,1,2026-02-18,Soft Skills,Soft Skills,850000,156
1643,Enterprise,1,2026-04-11,Tools Training,Sales Skills,850000,149
1644,Enterprise,1,2025-06-30,Tools Training,Tools Training,850000,115
1645,Enterprise,1,2026-02-20,Product Knowledge,Sales Skills,850000,118
1646,Enterprise,1,2026-04-07,Sales Skills,Sales Skills,850000,90
1647,Enterprise,1,2026-04-21,Sales Skills,Product Knowledge,850000,93
1648,Enterprise,1,2025-06-06,Sales Skills,Sales Skills,850000,140
1649,Enterprise,1,2025-08-06,Sales Skills,Tools Training,850000,137
1650,Enterprise,1,2026-01-01,Product Knowledge,Tools Training,850000,131
1651,Enterprise,1,2026-04-16,Tools Training,Product Knowledge,850000,99
1652,Enterprise,1,2026-03-27,Sales Skills,Product Knowledge,850000,142
1653,Enterprise,1,2025-12-29,Tools Training,Tools Training,850000,129
1654,Enterprise,1,2025-08-16,Soft Skills,Tools Training,850000,121
1655,Enterprise,1,2026-04-26,Sales Skills,Product Knowledge,850000,141
1656,Enterprise,1,2025-12-30,Soft Skills,Product Knowledge,850000,101
1657,Enterprise,1,2025-10-15,Sales Skills,Tools Training,850000,102
1658,Enterprise,1,2025-08-06,Tools Training,Sales Skills,850000,142
1659,Enterprise,1,2025-12-11,Tools Training,Soft Skills,850000,210
1660,Enterprise,1,2025-06-25,Soft Skills,Product Knowledge,850000,94
1661,Enterprise,1,2025-09-30,Product Knowledge,Soft Skills,850000,149
1662,Enterprise,1,2025-08-20,Product Knowledge,Soft Skills,850000,105
1663,Enterprise,1,2025-08-31,Product Knowledge,Product Knowledge,850000,138
1664,Enterprise,1,2025-11-14,Soft Skills,Soft Skills,850000,78
1665,Enterprise,1,2025-12-16,Product Knowledge,Product Knowledge,850000,154
1666,Enterprise,1,2025-10-23,Soft Skills,Product Knowledge,850000,99
1667,Enterprise,1,2026-03-17,Product Knowledge,Soft Skills,850000,129
1668,Enterprise,1,2026-03-10,Product Knowledge,Soft Skills,850000,111
1669,Enterprise,1,2025-10-12,Sales Skills,Product Knowledge,850000,97
1670,Enterprise,1,2026-03-22,Soft Skills,Sales Skills,850000,111
1671,Enterprise,1,2026-04-12,Tools Training,Product Knowledge,850000,112
1672,Enterprise,1,2026-01-10,Sales Skills,Soft Skills,850000,143
1673,Enterprise,1,2026-03-29,Tools Training,Product Knowledge,850000,125
1674,Enterprise,1,2026-03-04,Soft Skills,Soft Skills,850000,136
1675,Enterprise,1,2025-07-17,Sales Skills,Product Knowledge,850000,123
1676,Enterprise,1,2026-04-12,Tools Training,Sales Skills,850000,109
1677,Enterprise,1,2025-09-13,Product Knowledge,Sales Skills,850000,124
1678,Enterprise,1,2025-08-27,Product Knowledge,Product Knowledge,850000,110
1679,Enterprise,1,2025-08-19,Soft Skills,Sales Skills,850000,106
1680,Enterprise,1,2025-11-04,Tools Training,Product Knowledge,850000,117
1681,Enterprise,1,2025-10-26,Sales Skills,Soft Skills,850000,145
1682,Enterprise,1,2026-01-31,Soft Skills,Product Knowledge,850000,202
1683,Enterprise,1,2025-10-02,Tools Training,Tools Training,850000,93
1684,Enterprise,1,2025-06-24,Soft Skills,Sales Skills,850000,60
1685,Enterprise,1,2025-12-11,Sales Skills,Product Knowledge,850000,150
1686,Enterprise,1,2025-10-30,Sales Skills,Tools Training,850000,125
1687,Enterprise,1,2025-07-19,Product Knowledge,Product Knowledge,850000,128
1688,Enterprise,1,2025-08-18,Soft Skills,Product Knowledge,850000,83
1689,Enterprise,1,2026-01-12,Product Knowledge,Soft Skills,850000,123
1690,Enterprise,1,2025-08-15,Tools Training,Sales Skills,850000,137
1691,Enterprise,1,2025-07-22,Tools Training,Soft Skills,850000,114
1692,Enterprise,1,2025-08-19,Soft Skills,Sales Skills,850000,152
1693,Enterprise,1,2026-03-29,Tools Training,Product Knowledge,850000,129
1694,Enterprise,1,2025-06-26,Sales Skills,Sales Skills,850000,91
1695,Enterprise,1,2025-10-31,Soft Skills,Tools Training,850000,150
1696,Enterprise,1,2025-08-10,Soft Skills,Soft Skills,850000,112
1697,Enterprise,1,2025-08-18,Product Knowledge,Sales Skills,850000,96
1698,Enterprise,1,2026-04-19,Soft Skills,Product Knowledge,850000,136
1699,Enterprise,1,2025-11-30,Sales Skills,Sales Skills,850000,115
1700,Enterprise,1,2025-09-23,Tools Training,Soft Skills,850000,69
1701,Enterprise,1,2025-11-30,Tools Training,Soft Skills,850000,122
1702,Enterprise,1,2026-01-16,Soft Skills,Tools Training,850000,136
1703,Enterprise,1,2025-06-25,Sales Skills,Soft Skills,850000,83
1704,Enterprise,1,2026-04-21,Soft Skills,Sales Skills,850000,100
1705,Enterprise,1,2025-08-29,Sales Skills,Product Knowledge,850000,157
1706,Enterprise,1,2025-09-16,Sales Skills,Tools Training,850000,115
1707,Enterprise,1,2026-01-14,Tools Training,Product Knowledge,850000,164
1708,Enterprise,1,2025-06-10,Sales Skills,Sales Skills,850000,124
1709,Enterprise,1,2026-02-18,Soft Skills,Tools Training,850000,154
1710,Enterprise,1,2026-02-15,Tools Training,Sales Skills,850000,147
1711,Enterprise,1,2025-12-08,Tools Training,Product Knowledge,850000,122
1712,Enterprise,1,2025-06-27,Product Knowledge,Soft Skills,850000,128
1713,Enterprise,1,2026-04-26,Product Knowledge,Soft Skills,850000,97
1714,Enterprise,1,2026-01-19,Tools Training,Sales Skills,850000,78
1715,Enterprise,1,2026-02-28,Product Knowledge,Tools Training,850000,138
1716,Enterprise,1,2025-12-30,Tools Training,Product Knowledge,850000,144
1717,Enterprise,1,2026-01-15,Tools Training,Sales Skills,850000,117
1718,Enterprise,1,2025-10-05,Soft Skills,Product Knowledge,850000,197
1719,Enterprise,1,2026-02-13,Sales Skills,Tools Training,850000,104
1720,Enterprise,1,2025-09-24,Sales Skills,Soft Skills,850000,98
1721,Enterprise,1,2025-08-22,Product Knowledge,Product Knowledge,850000,129
1722,Enterprise,1,2026-01-30,Sales Skills,Product Knowledge,850000,108
1723,Enterprise,1,2025-07-10,Tools Training,Product Knowledge,850000,143
1724,Enterprise,1,2026-03-12,Soft Skills,Soft Skills,850000,80
1725,Enterprise,1,2025-08-26,Tools Training,Soft Skills,850000,127
1726,Enterprise,1,2026-03-13,Tools Training,Tools Training,850000,166
1727,Enterprise,1,2026-01-22,Product Knowledge,Soft Skills,850000,123
1728,Enterprise,1,2025-10-27,Tools Training,Sales Skills,850000,158
1729,Enterprise,1,2026-04-03,Soft Skills,Product Knowledge,850000,83
1730,Enterprise,1,2025-10-17,Product Knowledge,Sales Skills,850000,60
1731,Enterprise,1,2026-01-06,Sales Skills,Soft Skills,850000,124
1732,Enterprise,1,2025-06-23,Sales Skills,Soft Skills,850000,157
1733,Enterprise,1,2025-10-16,Tools Training,Product Knowledge,850000,119
1734,Enterprise,1,2026-02-05,Tools Training,Tools Training,850000,134
1735,Enterprise,1,2025-11-25,Sales Skills,Product Knowledge,850000,102
1736,Enterprise,1,2026-03-24,Sales Skills,Tools Training,850000,80
1737,Enterprise,1,2026-03-16,Soft Skills,Soft Skills,850000,117
1738,Enterprise,1,2025-06-26,Tools Training,Sales Skills,850000,119
1739,Enterprise,1,2025-07-04,Soft Skills,Tools Training,850000,109
1740,Enterprise,1,2026-03-27,Product Knowledge,Sales Skills,850000,112
1741,Enterprise,1,2026-03-06,Sales Skills,Tools Training,850000,125
1742,Enterprise,1,2026-04-20,Product Knowledge,Tools Training,850000,134
1743,Enterprise,1,2025-12-23,Sales Skills,Product Knowledge,850000,98
1744,Enterprise,1,2025-09-29,Sales Skills,Sales Skills,850000,153
1745,Enterprise,1,2025-12-06,Tools Training,Soft Skills,850000,112
1746,Enterprise,1,2025-07-08,Product Knowledge,Tools Training,850000,136
1747,Enterprise,1,2026-02-26,Sales Skills,Product Knowledge,850000,140
1748,Enterprise,0,,,,850000,118
1749,Enterprise,0,,,,850000,213
1750,Enterprise,0,,,,850000,237
1751,Enterprise,0,,,,850000,176
1752,Enterprise,0,,,,850000,120
1753,Enterprise,0,,,,850000,176
1754,Enterprise,0,,,,850000,176
1755,Enterprise,0,,,,850000,195
1756,Enterprise,0,,,,850000,173
1757,Enterprise,0,,,,850000,176
1758,Enterprise,0,,,,850000,153
1759,Enterprise,0,,,,850000,164
1760,Enterprise,0,,,,850000,190
1761,Enterprise,0,,,,850000,109
1762,Enterprise,0,,,,850000,163
1763,Enterprise,0,,,,850000,196
1764,Enterprise,0,,,,850000,226
1765,Enterprise,0,,,,850000,161
1766,Enterprise,0,,,,850000,211
1767,Enterprise,0,,,,850000,228
1768,Enterprise,0,,,,850000,161
1769,Enterprise,0,,,,850000,156
1770,Enterprise,0,,,,850000,168
1771,Enterprise,0,,,,850000,171
1772,Enterprise,0,,,,850000,208
1773,Enterprise,0,,,,850000,149
1774,Enterprise,0,,,,850000,223
1775,Enterprise,0,,,,850000,148
1776,Enterprise,0,,,,850000,133
1777,Enterprise,0,,,,850000,190
1778,Enterprise,0,,,,850000,213
1779,Enterprise,0,,,,850000,179
1780,Enterprise,0,,,,850000,187
1781,Enterprise,0,,,,850000,236
1782,Enterprise,0,,,,850000,213
1783,Enterprise,0,,,,850000,174
1784,Enterprise,0,,,,850000,160
1785,Enterprise,0,,,,850000,209
1786,Enterprise,0,,,,850000,200
1787,Enterprise,0,,,,850000,187
1788,Enterprise,0,,,,850000,163
1789,Enterprise,0,,,,850000,171
1790,Enterprise,0,,,,850000,169
1791,Enterprise,0,,,,850000,164
1792,Enterprise,0,,,,850000,154
1793,Enterprise,0,,,,850000,182
1794,Enterprise,0,,,,850000,153
1795,Enterprise,0,,,,850000,179
1796,Enterprise,0,,,,850000,106
1797,Enterprise,0,,,,850000,154
1798,Enterprise,0,,,,850000,209
1799,Enterprise,0,,,,850000,145
1800,Enterprise,0,,,,850000,192
1801,Enterprise,0,,,,850000,147
1802,Enterprise,0,,,,850000,198
1803,Enterprise,0,,,,850000,164
1804,Enterprise,0,,,,850000,163
1805,Enterprise,0,,,,850000,175
1806,Enterprise,0,,,,850000,131
1807,Enterprise,0,,,,850000,205
1808,Enterprise,0,,,,850000,215
1809,Enterprise,0,,,,850000,162
1810,Enterprise,0,,,,850000,190
1811,Enterprise,0,,,,850000,198
1812,Enterprise,0,,,,850000,171
1813,Enterprise,0,,,,850000,138
1814,Enterprise,0,,,,850000,225
1815,Enterprise,0,,,,850000,161
1816,Enterprise,0,,,,850000,154
1817,Enterprise,0,,,,850000,226
1818,Enterprise,0,,,,850000,193
1819,Enterprise,0,,,,850000,182
1820,Enterprise,0,,,,850000,142
1821,Enterprise,0,,,,850000,199
1822,Enterprise,0,,,,850000,240
1823,Enterprise,0,,,,850000,202
1824,Enterprise,0,,,,850000,189
1825,Enterprise,0,,,,850000,197
1826,Enterprise,0,,,,850000,163
1827,Enterprise,0,,,,850000,163
1828,Enterprise,0,,,,850000,162
1829,Enterprise,0,,,,850000,155
1830,Enterprise,0,,,,850000,162
1831,Enterprise,0,,,,850000,162
1832,Enterprise,0,,,,850000,166
1833,Enterprise,0,,,,850000,165
1834,Enterprise,0,,,,850000,181
1835,Enterprise,0,,,,850000,176
1836,Enterprise,0,,,,850000,179
1837,Enterprise,0,,,,850000,222
1838,Enterprise,0,,,,850000,176
1839,Enterprise,0,,,,850000,240
1840,Enterprise,0,,,,850000,185
1841,Enterprise,0,,,,850000,159
1842,Enterprise,0,,,,850000,217
1843,Enterprise,0,,,,850000,171
1844,Enterprise,0,,,,850000,97
1845,Enterprise,0,,,,850000,173
1846,Enterprise,0,,,,850000,166
1847,Enterprise,0,,,,850000,225
1848,Enterprise,0,,,,850000,145
1849,Enterprise,0,,,,850000,163
1850,Enterprise,0,,,,850000,214
1851,Enterprise,0,,,,850000,186
1852,Enterprise,0,,,,850000,168
1853,Enterprise,0,,,,850000,149
1854,Enterprise,0,,,,850000,185
1855,Enterprise,0,,,,850000,173
1856,Enterprise,0,,,,850000,149
1857,Enterprise,0,,,,850000,151
1858,Enterprise,0,,,,850000,147
1859,Enterprise,0,,,,850000,142
1860,Enterprise,0,,,,850000,203
1861,Enterprise,0,,,,850000,199
1862,Enterprise,0,,,,850000,203
1863,Enterprise,0,,,,850000,174
1864,Enterprise,0,,,,850000,166
1865,Enterprise,0,,,,850000,166
1866,Enterprise,0,,,,850000,206
1867,Enterprise,0,,,,850000,115
1868,Enterprise,0,,,,850000,157
1869,Enterprise,0,,,,850000,145
1870,Enterprise,0,,,,850000,217
1871,Enterprise,0,,,,850000,158
1872,Enterprise,0,,,,850000,121
1873,Enterprise,0,,,,850000,181
1874,Enterprise,0,,,,850000,162
1875,Enterprise,0,,,,850000,156
1876,Enterprise,0,,,,850000,152
1877,Enterprise,0,,,,850000,151
1878,Enterprise,0,,,,850000,196
1879,Enterprise,0,,,,850000,181
1880,Enterprise,0,,,,850000,167
1881,Enterprise,0,,,,850000,138
1882,Enterprise,0,,,,850000,168
1883,Enterprise,0,,,,850000,182
1884,Enterprise,0,,,,850000,183
1885,Enterprise,0,,,,850000,179
1886,Enterprise,0,,,,850000,144
1887,Enterprise,0,,,,850000,97
1888,Enterprise,0,,,,850000,231
1889,Enterprise,0,,,,850000,132
1890,Enterprise,0,,,,850000,111
1891,Enterprise,0,,,,850000,178
1892,Enterprise,0,,,,850000,119
1893,Enterprise,0,,,,850000,148
1894,Enterprise,0,,,,850000,191
1895,Enterprise,0,,,,850000,230
1896,Enterprise,0,,,,850000,186
1897,Enterprise,0,,,,850000,159
1898,Enterprise,0,,,,850000,172
1899,Enterprise,0,,,,850000,116
1900,Enterprise,0,,,,850000,159
1901,Enterprise,0,,,,850000,159
1902,Enterprise,0,,,,850000,178
1903,Enterprise,0,,,,850000,236
1904,Enterprise,0,,,,850000,112
1905,Enterprise,0,,,,850000,160
1906,Enterprise,0,,,,850000,115
1907,Enterprise,0,,,,850000,157
1908,Enterprise,0,,,,850000,146
1909,Enterprise,0,,,,850000,126
1910,Enterprise,0,,,,850000,203
1911,Enterprise,0,,,,850000,182
1912,Enterprise,0,,,,850000,199
1913,Enterprise,0,,,,850000,156
1914,Enterprise,0,,,,850000,171
1915,Enterprise,0,,,,850000,225
1916,Enterprise,0,,,,850000,173
1917,Enterprise,0,,,,850000,199
1918,Enterprise,0,,,,850000,154
1919,Enterprise,0,,,,850000,196
1920,Enterprise,0,,,,850000,156
1921,Enterprise,0,,,,850000,113
1922,Enterprise,0,,,,850000,173
1923,Enterprise,0,,,,850000,158
1924,Enterprise,0,,,,850000,122
1925,Enterprise,0,,,,850000,180
1926,Enterprise,0,,,,850000,145
1927,Enterprise,0,,,,850000,240
1928,Enterprise,0,,,,850000,127
1929,Enterprise,0,,,,850000,135
1930,Enterprise,0,,,,850000,201
1931,Enterprise,0,,,,850000,169
1932,Enterprise,0,,,,850000,201
1933,Enterprise,0,,,,850000,186
1934,Enterprise,0,,,,850000,155
1935,Enterprise,0,,,,850000,129
1936,Enterprise,0,,,,850000,208
1937,Enterprise,0,,,,850000,132
1938,Enterprise,0,,,,850000,191
1939,Enterprise,0,,,,850000,203
1940,Enterprise,0,,,,850000,169
1941,Enterprise,0,,,,850000,164
1942,Enterprise,0,,,,850000,142
1943,Enterprise,0,,,,850000,188
1944,Enterprise,0,,,,850000,90
1945,Enterprise,0,,,,850000,196
1946,Enterprise,0,,,,850000,177
1947,Enterprise,0,,,,850000,166
1948,Enterprise,0,,,,850000,181
1949,Enterprise,0,,,,850000,130
1950,Enterprise,0,,,,850000,96
1951,Enterprise,0,,,,850000,188
1952,Enterprise,0,,,,850000,216
1953,Enterprise,0,,,,850000,118
1954,Enterprise,0,,,,850000,140
1955,Enterprise,0,,,,850000,198
1956,Enterprise,0,,,,850000,185
1957,Enterprise,0,,,,850000,240
1958,Enterprise,0,,,,850000,208
1959,Enterprise,0,,,,850000,200
1960,Enterprise,0,,,,850000,149
1961,Enterprise,0,,,,850000,190
1962,Enterprise,0,,,,850000,221
1963,Enterprise,0,,,,850000,168
1964,Enterprise,0,,,,850000,170
1965,Enterprise,0,,,,850000,178
1966,Enterprise,0,,,,850000,152
1967,Enterprise,0,,,,850000,182
1968,Enterprise,0,,,,850000,181
1969,Enterprise,0,,,,850000,221
1970,Enterprise,0,,,,850000,167
1971,Enterprise,0,,,,850000,195
1972,Enterprise,0,,,,850000,168
1973,Enterprise,0,,,,850000,194
1974,Enterprise,0,,,,850000,165
1975,Enterprise,0,,,,850000,192
1976,Enterprise,0,,,,850000,197
1977,Enterprise,0,,,,850000,139
1978,Enterprise,0,,,,850000,209
1979,Enterprise,0,,,,850000,168
1980,Enterprise,0,,,,850000,158
1981,Enterprise,0,,,,850000,151
1982,Enterprise,0,,,,850000,183
1983,Enterprise,0,,,,850000,173
1984,Enterprise,0,,,,850000,185
1985,Enterprise,0,,,,850000,186
1986,Enterprise,0,,,,850000,193
1987,Enterprise,0,,,,850000,240
1988,Enterprise,0,,,,850000,175
1989,Enterprise,0,,,,850000,150
1990,Enterprise,0,,,,850000,109
1991,Enterprise,0,,,,850000,135
1992,Enterprise,0,,,,850000,213
1993,Enterprise,0,,,,850000,197
1994,Enterprise,0,,,,850000,130
1995,Enterprise,0,,,,850000,240
1996,Enterprise,0,,,,850000,184
1997,Enterprise,0,,,,850000,188
1998,Enterprise,0,,,,850000,240
1999,Enterprise,0,,,,850000,229
2000,Enterprise,0,,,,850000,198
2001,Enterprise,0,,,,850000,200
2002,Enterprise,0,,,,850000,203
2003,Enterprise,0,,,,850000,166
2004,Enterprise,0,,,,850000,183
2005,Enterprise,0,,,,850000,192
2006,Enterprise,0,,,,850000,169
2007,Enterprise,0,,,,850000,143
2008,Enterprise,0,,,,850000,165
2009,Enterprise,0,,,,850000,142
2010,Enterprise,0,,,,850000,176
2011,Enterprise,0,,,,850000,117
2012,Enterprise,0,,,,850000,184
2013,Enterprise,0,,,,850000,121
2014,Enterprise,0,,,,850000,161
2015,Enterprise,0,,,,850000,190
2016,Enterprise,0,,,,850000,199
2017,Enterprise,0,,,,850000,195
2018,Enterprise,0,,,,850000,184
2019,Enterprise,0,,,,850000,138
2020,Enterprise,0,,,,850000,205
2021,Enterprise,0,,,,850000,138
2022,Enterprise,0,,,,850000,209
2023,Enterprise,0,,,,850000,194
2024,Enterprise,0,,,,850000,217
2025,Enterprise,0,,,,850000,174
2026,Enterprise,0,,,,850000,147
2027,Enterprise,0,,,,850000,132
2028,Enterprise,0,,,,850000,136
2029,Enterprise,0,,,,850000,121
2030,Enterprise,0,,,,850000,204
2031,Enterprise,0,,,,850000,208
2032,Enterprise,0,,,,850000,191
2033,Enterprise,0,,,,850000,172
2034,Enterprise,0,,,,850000,239
2035,Enterprise,0,,,,850000,170
2036,Enterprise,0,,,,850000,181
2037,Enterprise,0,,,,850000,172
2038,Enterprise,0,,,,850000,163
2039,Enterprise,0,,,,850000,194
2040,Enterprise,0,,,,850000,153
2041,Enterprise,0,,,,850000,151
2042,Enterprise,0,,,,850000,195
2043,Enterprise,0,,,,850000,158
2044,Enterprise,0,,,,850000,178
2045,Enterprise,0,,,,850000,163
2046,Enterprise,0,,,,850000,173
2047,Enterprise,0,,,,850000,152
2048,Enterprise,0,,,,850000,153
2049,Enterprise,0,,,,850000,147
2050,Enterprise,0,,,,850000,200
2051,Enterprise,0,,,,850000,179
2052,Enterprise,0,,,,850000,203
2053,Enterprise,0,,,,850000,206
2054,Enterprise,0,,,,850000,159
2055,Enterprise,0,,,,850000,202
2056,Enterprise,0,,,,850000,173
2057,Enterprise,0,,,,850000,168
2058,Enterprise,0,,,,850000,214
2059,Enterprise,0,,,,850000,191
2060,Enterprise,0,,,,850000,162
2061,Enterprise,0,,,,850000,189
2062,Enterprise,0,,,,850000,133
2063,Enterprise,0,,,,850000,181
2064,Enterprise,0,,,,850000,126
2065,Enterprise,0,,,,850000,142
2066,Enterprise,0,,,,850000,192
2067,Enterprise,0,,,,850000,90
2068,Enterprise,0,,,,850000,231
2069,Enterprise,0,,,,850000,200
2070,Enterprise,0,,,,850000,115
2071,Enterprise,0,,,,850000,240
2072,Enterprise,0,,,,850000,240
2073,Enterprise,0,,,,850000,168
2074,Enterprise,0,,,,850000,144
2075,Enterprise,0,,,,850000,227
2076,Enterprise,0,,,,850000,162
2077,Enterprise,0,,,,850000,179
2078,Enterprise,0,,,,850000,212
2079,Enterprise,0,,,,850000,169
2080,Enterprise,0,,,,850000,166
2081,Enterprise,0,,,,850000,133
2082,Enterprise,0,,,,850000,153
2083,Enterprise,0,,,,850000,165
2084,Enterprise,0,,,,850000,134
2085,Enterprise,0,,,,850000,137
2086,Enterprise,0,,,,850000,175
2087,Enterprise,0,,,,850000,114
2088,Enterprise,0,,,,850000,145
2089,Enterprise,0,,,,850000,236
2090,Enterprise,0,,,,850000,162
2091,Enterprise,0,,,,850000,158
2092,Enterprise,0,,,,850000,162
2093,Enterprise,0,,,,850000,163
2094,Enterprise,0,,,,850000,192
2095,Enterprise,0,,,,850000,190
